Market_and_Exchange_Names,Report_Date,NonComm_Long,NonComm_Short,Open_Interest,Net
COCOA - ICE FUTURES U.S.,2014-09-09,101773,35311,250006,66462
COCOA - ICE FUTURES U.S.,2014-09-16,91116,31231,242105,59885
COCOA - ICE FUTURES U.S.,2014-09-23,91528,27201,257538,64327
COCOA - ICE FUTURES U.S.,2014-09-30,97830,29265,268059,68565
COCOA - ICE FUTURES U.S.,2014-10-07,82882,29011,249764,53871
COCOA - ICE FUTURES U.S.,2014-10-14,76456,26849,247830,49607
COCOA - ICE FUTURES U.S.,2014-10-21,72018,26130,246704,45888
COCOA - ICE FUTURES U.S.,2014-10-28,63921,27823,243403,36098
COCOA - ICE FUTURES U.S.,2014-11-04,55474,23796,237032,31678
COCOA - ICE FUTURES U.S.,2014-11-11,51933,21476,203890,30457
COCOA - ICE FUTURES U.S.,2014-11-18,48020,19662,205041,28358
COCOA - ICE FUTURES U.S.,2014-11-25,53685,20661,210329,33024
COCOA - ICE FUTURES U.S.,2014-12-02,53341,22620,215297,30721
COCOA - ICE FUTURES U.S.,2014-12-09,53075,25116,222356,27959
COCOA - ICE FUTURES U.S.,2014-12-16,51682,20401,219465,31281
COCOA - ICE FUTURES U.S.,2014-12-23,60326,19854,227079,40472
COCOA - ICE FUTURES U.S.,2014-12-30,64093,22080,230481,42013
COCOA - ICE FUTURES U.S.,2015-01-06,63718,18815,232034,44903
COCOA - ICE FUTURES U.S.,2015-01-13,72040,21291,246132,50749
COCOA - ICE FUTURES U.S.,2015-01-20,70878,18851,242364,52027
COCOA - ICE FUTURES U.S.,2015-01-27,49183,14312,226465,34871
COCOA - ICE FUTURES U.S.,2015-02-03,44180,20363,236196,23817
COCOA - ICE FUTURES U.S.,2015-02-10,44553,18583,208116,25970
COCOA - ICE FUTURES U.S.,2015-02-17,47478,12633,220913,34845
COCOA - ICE FUTURES U.S.,2015-02-24,59791,13487,239303,46304
COCOA - ICE FUTURES U.S.,2015-03-03,71467,18991,254332,52476
COCOA - ICE FUTURES U.S.,2015-03-10,72125,17938,245481,54187
COCOA - ICE FUTURES U.S.,2015-03-17,59375,20222,239694,39153
COCOA - ICE FUTURES U.S.,2015-03-24,47762,27831,243421,19931
COCOA - ICE FUTURES U.S.,2015-03-31,45261,31197,251980,14064
COCOA - ICE FUTURES U.S.,2015-04-07,46789,31854,239270,14935
COCOA - ICE FUTURES U.S.,2015-04-14,52425,32456,228981,19969
COCOA - ICE FUTURES U.S.,2015-04-21,47953,23433,211852,24520
COCOA - ICE FUTURES U.S.,2015-04-28,51674,22906,226456,28768
COCOA - ICE FUTURES U.S.,2015-05-05,50357,23419,230837,26938
COCOA - ICE FUTURES U.S.,2015-05-12,55176,19439,243105,35737
COCOA - ICE FUTURES U.S.,2015-05-19,69106,22043,265274,47063
COCOA - ICE FUTURES U.S.,2015-05-26,73706,23434,273683,50272
COCOA - ICE FUTURES U.S.,2015-06-02,73466,24287,281224,49179
COCOA - ICE FUTURES U.S.,2015-06-09,73090,26693,247107,46397
COCOA - ICE FUTURES U.S.,2015-06-16,78382,30788,252206,47594
COCOA - ICE FUTURES U.S.,2015-06-23,81809,31621,259736,50188
COCOA - ICE FUTURES U.S.,2015-06-30,82049,28566,268390,53483
COCOA - ICE FUTURES U.S.,2015-07-07,79857,24945,265491,54912
COCOA - ICE FUTURES U.S.,2015-07-14,82608,26293,279410,56315
COCOA - ICE FUTURES U.S.,2015-07-21,82961,26290,282767,56671
COCOA - ICE FUTURES U.S.,2015-07-28,74496,22775,271120,51721
COCOA - ICE FUTURES U.S.,2015-08-04,69349,22795,266232,46554
COCOA - ICE FUTURES U.S.,2015-08-11,57623,24020,219904,33603
COCOA - ICE FUTURES U.S.,2015-08-18,53323,24684,215926,28639
COCOA - ICE FUTURES U.S.,2015-08-25,48713,22672,217469,26041
COCOA - ICE FUTURES U.S.,2015-09-01,51075,22273,223284,28802
COCOA - ICE FUTURES U.S.,2015-09-08,57953,22960,231942,34993
COCOA - ICE FUTURES U.S.,2015-09-15,59193,20976,243270,38217
COCOA - ICE FUTURES U.S.,2015-09-22,63036,23589,268364,39447
COCOA - ICE FUTURES U.S.,2015-09-29,60995,20852,268336,40143
COCOA - ICE FUTURES U.S.,2015-10-06,51316,18016,258584,33300
COCOA - ICE FUTURES U.S.,2015-10-13,48864,21253,262377,27611
COCOA - ICE FUTURES U.S.,2015-10-20,48098,21274,280260,26824
COCOA - ICE FUTURES U.S.,2015-10-27,47652,20318,281597,27334
COCOA - ICE FUTURES U.S.,2015-11-03,57599,22594,289674,35005
COCOA - ICE FUTURES U.S.,2015-11-10,71309,28497,269662,42812
COCOA - ICE FUTURES U.S.,2015-11-17,87357,31075,286689,56282
COCOA - ICE FUTURES U.S.,2015-11-24,93466,36224,293739,57242
COCOA - ICE FUTURES U.S.,2015-12-01,95865,38789,298806,57076
COCOA - ICE FUTURES U.S.,2015-12-08,95185,35866,291306,59319
COCOA - ICE FUTURES U.S.,2015-12-15,92940,34779,289647,58161
COCOA - ICE FUTURES U.S.,2015-12-22,76735,24821,271543,51914
COCOA - ICE FUTURES U.S.,2015-12-29,71739,22573,270624,49166
COCOA - ICE FUTURES U.S.,2016-01-05,65520,20330,266620,45190
COCOA - ICE FUTURES U.S.,2016-01-12,56520,31738,272864,24782
COCOA - ICE FUTURES U.S.,2016-01-19,53336,32570,281338,20766
COCOA - ICE FUTURES U.S.,2016-01-26,53518,35728,304053,17790
COCOA - ICE FUTURES U.S.,2016-02-02,51170,38397,308279,12773
COCOA - ICE FUTURES U.S.,2016-02-09,50685,38881,278925,11804
COCOA - ICE FUTURES U.S.,2016-02-16,47154,37176,280346,9978
COCOA - ICE FUTURES U.S.,2016-02-23,47703,34329,290532,13374
COCOA - ICE FUTURES U.S.,2016-03-01,48773,32941,294447,15832
COCOA - ICE FUTURES U.S.,2016-03-08,45204,26510,293289,18694
COCOA - ICE FUTURES U.S.,2016-03-15,47226,24873,295891,22353
COCOA - ICE FUTURES U.S.,2016-03-22,50943,24301,297913,26642
COCOA - ICE FUTURES U.S.,2016-03-29,50112,24300,288477,25812
COCOA - ICE FUTURES U.S.,2016-04-05,50139,30006,269758,20133
COCOA - ICE FUTURES U.S.,2016-04-12,51824,34089,264444,17735
COCOA - ICE FUTURES U.S.,2016-04-19,57041,33963,277732,23078
COCOA - ICE FUTURES U.S.,2016-04-26,64735,29614,294176,35121
COCOA - ICE FUTURES U.S.,2016-05-03,73491,30304,306243,43187
COCOA - ICE FUTURES U.S.,2016-05-10,70274,26057,295519,44217
COCOA - ICE FUTURES U.S.,2016-05-17,61073,27900,289251,33173
COCOA - ICE FUTURES U.S.,2016-05-24,49412,32536,286310,16876
COCOA - ICE FUTURES U.S.,2016-05-31,46174,33424,270030,12750
COCOA - ICE FUTURES U.S.,2016-06-07,46290,29502,246959,16788
COCOA - ICE FUTURES U.S.,2016-06-14,50604,26091,242083,24513
COCOA - ICE FUTURES U.S.,2016-06-21,48846,22052,237374,26794
COCOA - ICE FUTURES U.S.,2016-06-28,51883,25170,245042,26713
COCOA - ICE FUTURES U.S.,2016-07-05,56631,27373,249524,29258
COCOA - ICE FUTURES U.S.,2016-07-12,60095,27389,260347,32706
COCOA - ICE FUTURES U.S.,2016-07-19,56618,24900,258337,31718
COCOA - ICE FUTURES U.S.,2016-07-26,52163,37128,263143,15035
COCOA - ICE FUTURES U.S.,2016-08-02,55128,46596,283712,8532
COCOA - ICE FUTURES U.S.,2016-08-09,58335,44486,246679,13849
COCOA - ICE FUTURES U.S.,2016-08-16,62701,38211,243763,24490
COCOA - ICE FUTURES U.S.,2016-08-23,65512,29007,239190,36505
COCOA - ICE FUTURES U.S.,2016-08-30,63627,31526,230172,32101
COCOA - ICE FUTURES U.S.,2016-09-06,63626,36662,235534,26964
COCOA - ICE FUTURES U.S.,2016-09-13,55994,45021,248379,10973
COCOA - ICE FUTURES U.S.,2016-09-20,55387,46998,258237,8389
COCOA - ICE FUTURES U.S.,2016-09-27,59651,46309,263970,13342
COCOA - ICE FUTURES U.S.,2016-10-04,61830,49051,283049,12779
COCOA - ICE FUTURES U.S.,2016-10-11,66317,53668,305723,12649
COCOA - ICE FUTURES U.S.,2016-10-18,66677,52767,316538,13910
COCOA - ICE FUTURES U.S.,2016-10-25,68052,53216,330024,14836
COCOA - ICE FUTURES U.S.,2016-11-01,68931,52615,326122,16316
COCOA - ICE FUTURES U.S.,2016-11-08,64572,57307,284124,7265
COCOA - ICE FUTURES U.S.,2016-11-15,61057,64075,289867,-3018
COCOA - ICE FUTURES U.S.,2016-11-22,58438,68892,299128,-10454
COCOA - ICE FUTURES U.S.,2016-11-29,60182,69155,303315,-8973
COCOA - ICE FUTURES U.S.,2016-12-06,56154,67034,307576,-10880
COCOA - ICE FUTURES U.S.,2016-12-13,48650,70256,316267,-21606
COCOA - ICE FUTURES U.S.,2016-12-20,42818,66174,312133,-23356
COCOA - ICE FUTURES U.S.,2016-12-27,41484,64102,315527,-22618
COCOA - ICE FUTURES U.S.,2017-01-03,41272,63708,340976,-22436
COCOA - ICE FUTURES U.S.,2017-01-10,40716,62279,338223,-21563
COCOA - ICE FUTURES U.S.,2017-01-17,42209,61766,340010,-19557
COCOA - ICE FUTURES U.S.,2017-01-24,41518,66111,335656,-24593
COCOA - ICE FUTURES U.S.,2017-01-31,41355,68410,334919,-27055
COCOA - ICE FUTURES U.S.,2017-02-07,41971,71374,288418,-29403
COCOA - ICE FUTURES U.S.,2017-02-14,46068,76314,297821,-30246
COCOA - ICE FUTURES U.S.,2017-02-21,50540,80945,309196,-30405
COCOA - ICE FUTURES U.S.,2017-02-28,53501,91444,326324,-37943
COCOA - ICE FUTURES U.S.,2017-03-07,53656,93335,340735,-39679
COCOA - ICE FUTURES U.S.,2017-03-14,52841,91790,335417,-38949
COCOA - ICE FUTURES U.S.,2017-03-21,48991,79772,337601,-30781
COCOA - ICE FUTURES U.S.,2017-03-28,46532,71465,336622,-24933
COCOA - ICE FUTURES U.S.,2017-04-04,45987,67835,336610,-21848
COCOA - ICE FUTURES U.S.,2017-04-11,45804,74265,311190,-28461
COCOA - ICE FUTURES U.S.,2017-04-18,50686,87197,314131,-36511
COCOA - ICE FUTURES U.S.,2017-04-25,53782,95746,335501,-41964
COCOA - ICE FUTURES U.S.,2017-05-02,54771,105219,352116,-50448
COCOA - ICE FUTURES U.S.,2017-05-09,52590,102434,343682,-49844
COCOA - ICE FUTURES U.S.,2017-05-16,46523,92016,333443,-45493
COCOA - ICE FUTURES U.S.,2017-05-23,43225,82306,325682,-39081
COCOA - ICE FUTURES U.S.,2017-05-30,41642,82456,327645,-40814
COCOA - ICE FUTURES U.S.,2017-06-06,41326,77768,295319,-36442
COCOA - ICE FUTURES U.S.,2017-06-13,40523,76249,276511,-35726
COCOA - ICE FUTURES U.S.,2017-06-20,37940,74642,271217,-36702
COCOA - ICE FUTURES U.S.,2017-06-27,39488,90022,294111,-50534
COCOA - ICE FUTURES U.S.,2017-07-03,38516,89355,294083,-50839
COCOA - ICE FUTURES U.S.,2017-07-11,42451,94982,306350,-52531
COCOA - ICE FUTURES U.S.,2017-07-18,43617,99550,309659,-55933
COCOA - ICE FUTURES U.S.,2017-07-25,38753,89164,309154,-50411
COCOA - ICE FUTURES U.S.,2017-08-01,38679,77156,296986,-38477
COCOA - ICE FUTURES U.S.,2017-08-08,39894,71836,268577,-31942
COCOA - ICE FUTURES U.S.,2017-08-15,40846,78584,250987,-37738
COCOA - ICE FUTURES U.S.,2017-08-22,46019,93569,264461,-47550
COCOA - ICE FUTURES U.S.,2017-08-29,46252,91228,272659,-44976
COCOA - ICE FUTURES U.S.,2017-09-05,46302,93116,274184,-46814
COCOA - ICE FUTURES U.S.,2017-09-12,49696,94630,288497,-44934
COCOA - ICE FUTURES U.S.,2017-09-19,46431,84968,289230,-38537
COCOA - ICE FUTURES U.S.,2017-09-26,46935,79527,286724,-32592
COCOA - ICE FUTURES U.S.,2017-10-03,48321,74699,289043,-26378
COCOA - ICE FUTURES U.S.,2017-10-10,50907,72043,281692,-21136
COCOA - ICE FUTURES U.S.,2017-10-17,51930,70194,287874,-18264
COCOA - ICE FUTURES U.S.,2017-10-24,53962,62052,301349,-8090
COCOA - ICE FUTURES U.S.,2017-10-31,53617,59725,308104,-6108
COCOA - ICE FUTURES U.S.,2017-11-07,59827,61582,277770,-1755
COCOA - ICE FUTURES U.S.,2017-11-14,62609,55181,267253,7428
COCOA - ICE FUTURES U.S.,2017-11-21,59125,53559,260233,5566
COCOA - ICE FUTURES U.S.,2017-11-28,58694,53248,263874,5446
COCOA - ICE FUTURES U.S.,2017-12-05,58336,59572,271903,-1236
COCOA - ICE FUTURES U.S.,2017-12-12,57066,73094,285151,-16028
COCOA - ICE FUTURES U.S.,2017-12-19,59023,79075,292425,-20052
COCOA - ICE FUTURES U.S.,2017-12-26,63006,85782,304987,-22776
COCOA - ICE FUTURES U.S.,2018-01-02,63897,83087,311039,-19190
COCOA - ICE FUTURES U.S.,2018-01-09,63299,81246,318816,-17947
COCOA - ICE FUTURES U.S.,2018-01-16,65052,82261,320696,-17209
COCOA - ICE FUTURES U.S.,2018-01-23,64323,74390,314337,-10067
COCOA - ICE FUTURES U.S.,2018-01-30,64087,66605,324953,-2518
COCOA - ICE FUTURES U.S.,2018-02-06,67207,59011,298033,8196
COCOA - ICE FUTURES U.S.,2018-02-13,64343,55838,282118,8505
COCOA - ICE FUTURES U.S.,2018-02-20,67979,50565,294659,17414
COCOA - ICE FUTURES U.S.,2018-02-27,72038,50182,304531,21856
COCOA - ICE FUTURES U.S.,2018-03-06,75778,51771,334704,24007
COCOA - ICE FUTURES U.S.,2018-03-13,85258,51565,361480,33693
COCOA - ICE FUTURES U.S.,2018-03-20,84864,51381,361678,33483
COCOA - ICE FUTURES U.S.,2018-03-27,86784,51700,370917,35084
COCOA - ICE FUTURES U.S.,2018-04-03,87917,50062,365766,37855
COCOA - ICE FUTURES U.S.,2018-04-10,90893,50564,335734,40329
COCOA - ICE FUTURES U.S.,2018-04-17,96942,51612,338369,45330
COCOA - ICE FUTURES U.S.,2018-04-24,101920,50921,358440,50999
COCOA - ICE FUTURES U.S.,2018-05-01,106387,57595,381962,48792
COCOA - ICE FUTURES U.S.,2018-05-08,105620,57561,373854,48059
COCOA - ICE FUTURES U.S.,2018-05-15,102814,52829,375229,49985
COCOA - ICE FUTURES U.S.,2018-05-22,95274,46374,373094,48900
COCOA - ICE FUTURES U.S.,2018-05-29,90158,42137,379809,48021
COCOA - ICE FUTURES U.S.,2018-06-05,76227,38872,342867,37355
COCOA - ICE FUTURES U.S.,2018-06-12,69249,37815,303605,31434
COCOA - ICE FUTURES U.S.,2018-06-19,64851,36198,300876,28653
COCOA - ICE FUTURES U.S.,2018-06-26,64207,35324,310663,28883
COCOA - ICE FUTURES U.S.,2018-07-03,61928,33654,305120,28274
COCOA - ICE FUTURES U.S.,2018-07-10,62208,33899,301182,28309
COCOA - ICE FUTURES U.S.,2018-07-17,54656,35149,297854,19507
COCOA - ICE FUTURES U.S.,2018-07-24,47047,37868,290473,9179
COCOA - ICE FUTURES U.S.,2018-07-31,44335,40211,302604,4124
COCOA - ICE FUTURES U.S.,2018-08-07,37242,44689,285753,-7447
COCOA - ICE FUTURES U.S.,2018-08-14,40955,51486,275249,-10531
COCOA - ICE FUTURES U.S.,2018-08-21,45309,54938,275327,-9629
COCOA - ICE FUTURES U.S.,2018-08-28,47426,53515,279560,-6089
COCOA - ICE FUTURES U.S.,2018-09-04,47064,54132,282441,-7068
COCOA - ICE FUTURES U.S.,2018-09-11,48970,51537,278567,-2567
COCOA - ICE FUTURES U.S.,2018-09-18,46100,53363,280947,-7263
COCOA - ICE FUTURES U.S.,2018-09-25,45769,58002,286988,-12233
COCOA - ICE FUTURES U.S.,2018-10-02,43897,69304,314626,-25407
COCOA - ICE FUTURES U.S.,2018-10-09,44771,81585,317184,-36814
COCOA - ICE FUTURES U.S.,2018-10-16,34888,79364,316979,-44476
COCOA - ICE FUTURES U.S.,2018-10-23,33151,76427,309402,-43276
COCOA - ICE FUTURES U.S.,2018-10-30,33303,72673,313972,-39370
COCOA - ICE FUTURES U.S.,2018-11-06,35178,63438,302695,-28260
COCOA - ICE FUTURES U.S.,2018-11-13,35733,59235,279235,-23502
COCOA - ICE FUTURES U.S.,2018-11-20,33799,55819,270687,-22020
COCOA - ICE FUTURES U.S.,2018-11-27,32348,55634,275380,-23286
COCOA - ICE FUTURES U.S.,2018-12-04,36130,55455,278498,-19325
COCOA - ICE FUTURES U.S.,2018-12-11,36617,55906,275297,-19289
COCOA - ICE FUTURES U.S.,2018-12-18,39209,51592,277665,-12383
COCOA - ICE FUTURES U.S.,2018-12-24,36075,47998,274090,-11923
COCOA - ICE FUTURES U.S.,2018-12-31,37859,42287,290032,-4428
COCOA - ICE FUTURES U.S.,2019-01-08,41200,40989,298067,211
COCOA - ICE FUTURES U.S.,2019-01-15,40966,40036,299958,930
COCOA - ICE FUTURES U.S.,2019-01-22,39274,41278,295810,-2004
COCOA - ICE FUTURES U.S.,2019-01-29,38657,40313,293879,-1656
COCOA - ICE FUTURES U.S.,2019-02-05,34395,45416,278578,-11021
COCOA - ICE FUTURES U.S.,2019-02-12,32235,50850,268455,-18615
COCOA - ICE FUTURES U.S.,2019-02-19,33578,49075,264588,-15497
COCOA - ICE FUTURES U.S.,2019-02-26,29340,51078,261005,-21738
COCOA - ICE FUTURES U.S.,2019-03-05,26293,60778,274819,-34485
COCOA - ICE FUTURES U.S.,2019-03-12,25907,66562,286559,-40655
COCOA - ICE FUTURES U.S.,2019-03-19,23602,69686,292678,-46084
COCOA - ICE FUTURES U.S.,2019-03-26,21473,75949,299836,-54476
COCOA - ICE FUTURES U.S.,2019-04-02,22548,68077,290138,-45529
COCOA - ICE FUTURES U.S.,2019-04-09,26224,52976,275305,-26752
COCOA - ICE FUTURES U.S.,2019-04-16,24396,52825,269083,-28429
COCOA - ICE FUTURES U.S.,2019-04-23,24522,53850,271562,-29328
COCOA - ICE FUTURES U.S.,2019-04-30,22834,52172,270176,-29338
COCOA - ICE FUTURES U.S.,2019-05-07,21914,50341,279148,-28427
COCOA - ICE FUTURES U.S.,2019-05-14,23813,45623,277353,-21810
COCOA - ICE FUTURES U.S.,2019-05-21,31299,41418,290463,-10119
COCOA - ICE FUTURES U.S.,2019-05-28,38038,40622,305364,-2584
COCOA - ICE FUTURES U.S.,2019-06-04,37871,39807,302774,-1936
COCOA - ICE FUTURES U.S.,2019-06-11,45790,35928,291313,9862
COCOA - ICE FUTURES U.S.,2019-06-18,50824,35601,292254,15223
COCOA - ICE FUTURES U.S.,2019-06-25,53000,35028,295024,17972
COCOA - ICE FUTURES U.S.,2019-07-02,51401,34534,304211,16867
COCOA - ICE FUTURES U.S.,2019-07-09,57357,30728,316649,26629
COCOA - ICE FUTURES U.S.,2019-07-16,50950,33172,317718,17778
COCOA - ICE FUTURES U.S.,2019-07-23,54073,30982,323019,23091
COCOA - ICE FUTURES U.S.,2019-07-30,51445,32590,312138,18855
COCOA - ICE FUTURES U.S.,2019-08-06,37873,36147,285107,1726
COCOA - ICE FUTURES U.S.,2019-08-13,29054,45985,292424,-16931
COCOA - ICE FUTURES U.S.,2019-08-20,28542,57578,291454,-29036
COCOA - ICE FUTURES U.S.,2019-08-27,28321,61292,302793,-32971
COCOA - ICE FUTURES U.S.,2019-09-03,27824,64414,310410,-36590
COCOA - ICE FUTURES U.S.,2019-09-10,30842,65844,310393,-35002
COCOA - ICE FUTURES U.S.,2019-09-17,34469,60171,304102,-25702
COCOA - ICE FUTURES U.S.,2019-09-24,33317,44770,328565,-11453
COCOA - ICE FUTURES U.S.,2019-10-01,42968,39708,343822,3260
COCOA - ICE FUTURES U.S.,2019-10-08,40547,36107,341073,4440
COCOA - ICE FUTURES U.S.,2019-10-15,43481,33861,347024,9620
COCOA - ICE FUTURES U.S.,2019-10-22,44691,37241,342102,7450
COCOA - ICE FUTURES U.S.,2019-10-29,47278,38894,347896,8384
COCOA - ICE FUTURES U.S.,2019-11-05,54952,42627,335153,12325
COCOA - ICE FUTURES U.S.,2019-11-12,61072,39781,346103,21291
COCOA - ICE FUTURES U.S.,2019-11-19,71775,35767,363969,36008
COCOA - ICE FUTURES U.S.,2019-11-26,77052,37834,369700,39218
COCOA - ICE FUTURES U.S.,2019-12-03,71885,35824,362674,36061
COCOA - ICE FUTURES U.S.,2019-12-10,72889,36418,369235,36471
COCOA - ICE FUTURES U.S.,2019-12-17,74302,38987,361925,35315
COCOA - ICE FUTURES U.S.,2019-12-24,56147,37881,325604,18266
COCOA - ICE FUTURES U.S.,2019-12-31,51406,35696,318552,15710
COCOA - ICE FUTURES U.S.,2020-01-07,47382,35687,321445,11695
COCOA - ICE FUTURES U.S.,2020-01-14,48253,35504,334664,12749
COCOA - ICE FUTURES U.S.,2020-01-21,62065,39247,382712,22818
COCOA - ICE FUTURES U.S.,2020-01-28,71283,39806,393290,31477
COCOA - ICE FUTURES U.S.,2020-02-04,76037,41741,402534,34296
COCOA - ICE FUTURES U.S.,2020-02-11,84938,42310,391089,42628
COCOA - ICE FUTURES U.S.,2020-02-18,87023,46470,390321,40553
COCOA - ICE FUTURES U.S.,2020-02-25,88808,47249,391178,41559
COCOA - ICE FUTURES U.S.,2020-03-03,79220,45943,376626,33277
COCOA - ICE FUTURES U.S.,2020-03-10,61534,40087,347775,21447
COCOA - ICE FUTURES U.S.,2020-03-17,39060,34365,320821,4695
COCOA - ICE FUTURES U.S.,2020-03-24,26340,32807,299509,-6467
COCOA - ICE FUTURES U.S.,2020-03-31,21147,35102,290950,-13955
COCOA - ICE FUTURES U.S.,2020-04-07,23077,36200,246257,-13123
COCOA - ICE FUTURES U.S.,2020-04-14,20239,35965,239399,-15726
COCOA - ICE FUTURES U.S.,2020-04-21,20585,34818,241007,-14233
COCOA - ICE FUTURES U.S.,2020-04-28,21990,37724,246401,-15734
COCOA - ICE FUTURES U.S.,2020-05-05,24867,38658,248981,-13791
COCOA - ICE FUTURES U.S.,2020-05-12,25453,38900,257182,-13447
COCOA - ICE FUTURES U.S.,2020-05-19,24347,38548,264798,-14201
COCOA - ICE FUTURES U.S.,2020-05-26,20941,37131,265469,-16190
COCOA - ICE FUTURES U.S.,2020-06-02,23454,36857,273368,-13403
COCOA - ICE FUTURES U.S.,2020-06-09,26923,36722,247550,-9799
COCOA - ICE FUTURES U.S.,2020-06-16,24131,37784,233367,-13653
COCOA - ICE FUTURES U.S.,2020-06-23,22867,37094,234022,-14227
COCOA - ICE FUTURES U.S.,2020-06-30,21991,37013,245322,-15022
COCOA - ICE FUTURES U.S.,2020-07-07,18908,42653,248509,-23745
COCOA - ICE FUTURES U.S.,2020-07-14,20421,50827,252543,-30406
COCOA - ICE FUTURES U.S.,2020-07-21,21316,51310,255974,-29994
COCOA - ICE FUTURES U.S.,2020-07-28,25287,44089,254335,-18802
COCOA - ICE FUTURES U.S.,2020-08-04,28531,25223,258393,3308
COCOA - ICE FUTURES U.S.,2020-08-11,33458,26028,232192,7430
COCOA - ICE FUTURES U.S.,2020-08-18,33947,27969,227183,5978
COCOA - ICE FUTURES U.S.,2020-08-25,35812,28196,231831,7616
COCOA - ICE FUTURES U.S.,2020-09-01,43419,27999,250142,15420
COCOA - ICE FUTURES U.S.,2020-09-08,45268,29558,246300,15710
COCOA - ICE FUTURES U.S.,2020-09-15,51246,28469,256879,22777
COCOA - ICE FUTURES U.S.,2020-09-22,49343,31274,264922,18069
COCOA - ICE FUTURES U.S.,2020-09-29,50245,28701,267149,21544
COCOA - ICE FUTURES U.S.,2020-10-06,42804,27997,258783,14807
COCOA - ICE FUTURES U.S.,2020-10-13,36629,29292,255522,7337
COCOA - ICE FUTURES U.S.,2020-10-20,32008,27660,247337,4348
COCOA - ICE FUTURES U.S.,2020-10-27,31619,22539,238792,9080
COCOA - ICE FUTURES U.S.,2020-11-03,21852,28630,241037,-6778
COCOA - ICE FUTURES U.S.,2020-11-10,23276,29551,205810,-6275
COCOA - ICE FUTURES U.S.,2020-11-17,26506,24688,205897,1818
COCOA - ICE FUTURES U.S.,2020-11-24,38401,21049,236361,17352
COCOA - ICE FUTURES U.S.,2020-12-01,41878,22131,243510,19747
COCOA - ICE FUTURES U.S.,2020-12-08,36260,23470,242824,12790
COCOA - ICE FUTURES U.S.,2020-12-15,35200,22284,248904,12916
COCOA - ICE FUTURES U.S.,2020-12-21,35693,25278,249368,10415
COCOA - ICE FUTURES U.S.,2020-12-29,36223,24722,250617,11501
COCOA - ICE FUTURES U.S.,2021-01-05,37026,25178,254195,11848
COCOA - ICE FUTURES U.S.,2021-01-12,36112,22108,250130,14004
COCOA - ICE FUTURES U.S.,2021-01-19,36545,22455,253516,14090
COCOA - ICE FUTURES U.S.,2021-01-26,34013,23635,258752,10378
COCOA - ICE FUTURES U.S.,2021-02-02,38456,26201,260497,12255
COCOA - ICE FUTURES U.S.,2021-02-09,36264,29354,229657,6910
COCOA - ICE FUTURES U.S.,2021-02-16,35176,31777,229387,3399
COCOA - ICE FUTURES U.S.,2021-02-23,32854,28075,230262,4779
COCOA - ICE FUTURES U.S.,2021-03-02,40104,23947,232224,16157
COCOA - ICE FUTURES U.S.,2021-03-09,40618,22451,220455,18167
COCOA - ICE FUTURES U.S.,2021-03-16,39232,21642,224247,17590
COCOA - ICE FUTURES U.S.,2021-03-23,35134,22719,221587,12415
COCOA - ICE FUTURES U.S.,2021-03-30,28227,30486,218450,-2259
COCOA - ICE FUTURES U.S.,2021-04-06,23060,25166,205292,-2106
COCOA - ICE FUTURES U.S.,2021-04-13,27658,24704,213527,2954
COCOA - ICE FUTURES U.S.,2021-04-20,29899,25256,214794,4643
COCOA - ICE FUTURES U.S.,2021-04-27,33951,26082,216665,7869
COCOA - ICE FUTURES U.S.,2021-05-04,27331,36045,227253,-8714
COCOA - ICE FUTURES U.S.,2021-05-11,24198,28472,227312,-4274
COCOA - ICE FUTURES U.S.,2021-05-18,23485,23141,228767,344
COCOA - ICE FUTURES U.S.,2021-05-25,18564,27902,232500,-9338
COCOA - ICE FUTURES U.S.,2021-06-01,23122,28095,235652,-4973
COCOA - ICE FUTURES U.S.,2021-06-08,22240,30651,231137,-8411
COCOA - ICE FUTURES U.S.,2021-06-15,25981,34922,238827,-8941
COCOA - ICE FUTURES U.S.,2021-06-22,26180,38131,247074,-11951
COCOA - ICE FUTURES U.S.,2021-06-29,28800,42540,258863,-13740
COCOA - ICE FUTURES U.S.,2021-07-06,29050,50929,268986,-21879
COCOA - ICE FUTURES U.S.,2021-07-13,32568,48174,275842,-15606
COCOA - ICE FUTURES U.S.,2021-07-20,27152,56666,289403,-29514
COCOA - ICE FUTURES U.S.,2021-07-27,35897,52066,294713,-16169
COCOA - ICE FUTURES U.S.,2021-08-03,32390,47874,287911,-15484
COCOA - ICE FUTURES U.S.,2021-08-10,36116,44834,259626,-8718
COCOA - ICE FUTURES U.S.,2021-08-17,39257,29170,253830,10087
COCOA - ICE FUTURES U.S.,2021-08-24,34845,27920,257759,6925
COCOA - ICE FUTURES U.S.,2021-08-31,30974,29250,262031,1724
COCOA - ICE FUTURES U.S.,2021-09-07,34883,30547,267032,4336
COCOA - ICE FUTURES U.S.,2021-09-14,35723,35222,266374,501
COCOA - ICE FUTURES U.S.,2021-09-21,35101,37733,271891,-2632
COCOA - ICE FUTURES U.S.,2021-09-28,31840,34934,264352,-3094
COCOA - ICE FUTURES U.S.,2021-10-05,43540,32756,296461,10784
